d,agent_energy0,pred_energy0,arm,seed,outcome,event_time,censored_at_10s,steps_run,min_separation,min_separation_time,time_chase,time_circle,time_no_target,time_sleep,time_unidentified,predicate_mismatches,decision_steps,first_pred_perception_loss,first_sleep,first_wake_after_sleep,first_below_sprint_threshold,first_sprint_clamp,first_circle,first_chase,sleep_agent_energy,sleep_separation,sleep_escape_displacement,sleep_agent_energy_ge_20pct,survived_until_pred_sleep,final_t,final_agent_energy,final_separation,final_escape_displacement,final_pred_energy,pred_asleep_at_end,agent_energy_used,agent_move_cost,agent_turn_cost,agent_drain_derived,pred_displacement,pred_displacement_along_escape,pred_energy_used,runtime_sec,trajectory_digest_norng,trajectory_digest,validity
80,300,101,S0,2,captured,0.5,False,5,5.0,0.5,0.5,0,0,0,0,0,5,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,0.1,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,False,0.5,,,-0.0,200.0,False,0.5000000000001137,0.0,0.0,0.5000000000001137,75.0,75.0,-99.0,0.012730299960821867,b19beb819e3133de,4df9771297df2964,valid
80,300,101,A10,2,captured,1.4,False,14,10.0,1.4,1.4,0,0,0,0,0,14,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,0.1,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,False,1.4,,,140.0,200.0,False,8.900000000000318,7.0,0.5,1.4000000000003183,210.0,210.0,-99.0,0.028127299970947206,26c9a39a611b2c27,99198d907c56f1fe,valid
80,300,101,F10,2,captured,1.4,False,14,10.0,1.4,1.3,0.1,0,0,0,0,14,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,0.1,0.2,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,False,1.4,,,140.0,200.0,False,8.400000000000318,7.0,0.0,1.4000000000003183,210.0,210.0,-99.0,0.024072200059890747,e2e49d73701f0eef,f654e30b11369d1e,valid
80,300,101,A15,2,survived_horizon,,True,100,80,0.0,8.8,0,0.9,0.3,0,0,97,6.4,9.7,not observed before death/horizon,6.6,6.6,not observed before death/horizon,0.1,78.80000000000015,212.82783768136576,1295.0,False,True,10.0,77.00000000000017,242.82452605767085,1325.0,8.584059953884292,True,222.99999999999983,212.5,0.5,9.99999999999983,1162.203875626383,1162.1989672832217,92.41594004611571,0.20816839998587966,8c6d3a41eb1eaf54,ebe709ffd3f157ef,valid
80,300,101,F15,2,survived_horizon,,True,100,80,0.0,0,7.1,2.5,0.4,0,0,96,6.4,9.6,not observed before death/horizon,6.6,6.6,0.1,not observed before death/horizon,79.90000000000015,239.5008839524809,1285.0,False,True,10.0,77.50000000000017,279.0060921661919,1325.0,11.895428449469708,True,222.49999999999983,212.5,0.0,9.99999999999983,1129.6807167936108,1128.953424352127,89.1045715505303,0.1615162999369204,0bc591594d4f2974,a4a67bf1dcc96a77,valid
80,300,101,A20,2,survived_horizon,,True,100,80,0.0,2.8,0,6.8,0.4,0,0,96,2.9,9.6,not observed before death/horizon,3.7,3.7,not observed before death/horizon,0.1,61.90000000000032,310.22113868967546,1320.0,False,True,10.0,59.50000000000031,347.2419431904555,1360.0,11.617690674312176,True,240.4999999999997,230.0,0.5,9.999999999999687,1122.6503138391554,1115.7523472404412,89.38230932568783,0.19032080005854368,228742fa7009262a,f06e9fe59c9df450,valid
80,300,101,F20,2,survived_horizon,,True,100,80,0.0,0,2.8,6.8,0.4,0,0,96,2.9,9.6,not observed before death/horizon,3.7,3.7,0.1,not observed before death/horizon,62.400000000000325,310.22113868967546,1320.0,False,True,10.0,60.00000000000032,347.2419431904555,1360.0,11.617690674312176,True,239.9999999999997,230.0,0.0,9.999999999999687,1122.6503138391554,1115.7523472404412,89.38230932568783,0.1801143999909982,76428a1805a4601e,ecc81354fd7495e6,valid
80,300,200,S0,0,captured,0.5,False,5,5.0,0.5,0.5,0,0,0,0,0,5,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,0.1,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,False,0.5,,,-0.0,200.0,False,0.5000000000001137,0.0,0.0,0.5000000000001137,75.0,75.0,0.0,0.010210499982349575,72103b4a907054eb,90d7c906154472ad,valid
80,300,200,A10,0,captured,1.4,False,14,10.0,1.4,1.4,0,0,0,0,0,14,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,0.1,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,False,1.4,,,140.0,200.0,False,8.900000000000318,7.0,0.5,1.4000000000003183,210.0,210.0,0.0,0.023283099988475442,80bb9772799312a1,af35c199c178a15d,valid
80,300,200,F10,0,captured,1.4,False,14,10.0,1.4,1.3,0.1,0,0,0,0,14,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,0.1,0.2,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,False,1.4,,,140.0,200.0,False,8.400000000000318,7.0,0.0,1.4000000000003183,210.0,210.0,0.0,0.02252749993931502,9efb7970c000a720,ddcd5fa44e156138,valid
80,300,200,A15,0,survived_horizon,,True,100,53.0,10.0,10.0,0,0,0,0,0,100,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,6.6,6.6,not observed before death/horizon,0.1,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,False,10.0,77.00000000000017,53.0,1325.0,18.9999999999998,False,222.99999999999983,212.5,0.5,9.99999999999983,1352.0,1352.0,181.0000000000002,0.1858318999875337,3a46320a2d2f52bc,416982e816cab15d,valid
80,300,200,F15,0,survived_horizon,,True,100,53.0,10.0,2.6,7.4,0,0,0,0,100,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,6.6,6.6,0.1,7.5,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,False,10.0,77.50000000000017,53.0,1325.0,18.9999999999998,False,222.49999999999983,212.5,0.0,9.99999999999983,1352.0,1352.0,181.0000000000002,0.20824179996270686,40f0c20ade7a5139,63493de7bf7a5729,valid
80,300,200,A20,0,survived_horizon,,True,100,80,0.0,3.0,0,7.0,0,0,0,100,3.1,not observed before death/horizon,not observed before death/horizon,3.7,3.7,not observed before death/horizon,0.1,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,False,10.0,59.50000000000031,282.2287039483096,1360.0,84.48411366085722,False,240.4999999999997,230.0,0.5,9.999999999999687,1207.4980323966913,1198.610575315812,115.51588633914278,0.17442990001291037,2bac158a249d20fb,e087b275601480e9,valid
80,300,200,F20,0,survived_horizon,,True,100,80,0.0,0,3.0,7.0,0,0,0,100,3.1,not observed before death/horizon,not observed before death/horizon,3.7,3.7,0.1,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,False,10.0,60.00000000000032,282.2287039483096,1360.0,84.48411366085722,False,239.9999999999997,230.0,0.0,9.999999999999687,1207.4980323966913,1198.610575315812,115.51588633914278,0.1596140000037849,40c1728c35ba0bb1,a2277a81364b16e0,valid
80,300,200,S0,1,captured,0.5,False,5,5.0,0.5,0.5,0,0,0,0,0,5,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,0.1,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,False,0.5,,,-0.0,200.0,False,0.5000000000001137,0.0,0.0,0.5000000000001137,75.0,75.0,0.0,0.011292399954982102,72103b4a907054eb,6165878ad52b871f,valid
80,300,200,A10,1,captured,1.4,False,14,10.0,1.4,1.4,0,0,0,0,0,14,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,0.1,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,False,1.4,,,140.0,200.0,False,8.900000000000318,7.0,0.5,1.4000000000003183,210.0,210.0,0.0,0.029513099929317832,80bb9772799312a1,79abb41831a2d940,valid
80,300,200,F10,1,captured,1.4,False,14,10.0,1.4,1.3,0.1,0,0,0,0,14,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,0.1,0.2,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,False,1.4,,,140.0,200.0,False,8.400000000000318,7.0,0.0,1.4000000000003183,210.0,210.0,0.0,0.024418100016191602,9efb7970c000a720,fc7bd1925b7410e3,valid
80,300,200,A15,1,survived_horizon,,True,100,53.0,10.0,10.0,0,0,0,0,0,100,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,6.6,6.6,not observed before death/horizon,0.1,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,False,10.0,77.00000000000017,53.0,1325.0,18.9999999999998,False,222.99999999999983,212.5,0.5,9.99999999999983,1352.0,1352.0,181.0000000000002,0.18741629994474351,3a46320a2d2f52bc,f149cc0ce4c78d10,valid
80,300,200,F15,1,survived_horizon,,True,100,53.0,10.0,2.6,7.4,0,0,0,0,100,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,6.6,6.6,0.1,7.5,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,False,10.0,77.50000000000017,53.0,1325.0,18.9999999999998,False,222.49999999999983,212.5,0.0,9.99999999999983,1352.0,1352.0,181.0000000000002,0.21767919999547303,40f0c20ade7a5139,9ada4106ff24220e,valid
80,300,200,A20,1,survived_horizon,,True,100,80,0.0,4.2,0,5.8,0,0,0,100,3.1,not observed before death/horizon,not observed before death/horizon,3.7,3.7,not observed before death/horizon,0.1,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,False,10.0,59.50000000000031,178.10357441602142,1360.0,60.5164777415749,False,240.4999999999997,230.0,0.5,9.999999999999687,1262.104222623369,1262.0785366472137,139.4835222584251,0.1873516000341624,02375dcc0980f507,68cb9bcebedb0132,valid
80,300,200,F20,1,survived_horizon,,True,100,80,0.0,0,4.2,5.8,0,0,0,100,3.1,not observed before death/horizon,not observed before death/horizon,3.7,3.7,0.1,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,False,10.0,60.00000000000032,228.6763724423821,1360.0,60.44678836061301,False,239.9999999999997,230.0,0.0,9.999999999999687,1242.4226139687128,1237.8198154123063,139.55321163938697,0.19375840004067868,32026949145b44a5,b2f3a05f362903c2,valid
80,300,200,S0,2,captured,0.5,False,5,5.0,0.5,0.5,0,0,0,0,0,5,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,0.1,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,False,0.5,,,-0.0,200.0,False,0.5000000000001137,0.0,0.0,0.5000000000001137,75.0,75.0,0.0,0.014181200065650046,72103b4a907054eb,0fe8b38c5b1c86d3,valid
80,300,200,A10,2,captured,1.4,False,14,10.0,1.4,1.4,0,0,0,0,0,14,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,0.1,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,False,1.4,,,140.0,200.0,False,8.900000000000318,7.0,0.5,1.4000000000003183,210.0,210.0,0.0,0.028071100008673966,80bb9772799312a1,82fa1630a83f322e,valid
80,300,200,F10,2,captured,1.4,False,14,10.0,1.4,1.3,0.1,0,0,0,0,14,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,0.1,0.2,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,False,1.4,,,140.0,200.0,False,8.400000000000318,7.0,0.0,1.4000000000003183,210.0,210.0,0.0,0.020484099979512393,9efb7970c000a720,266b81f11bc6c11c,valid
80,300,200,A15,2,survived_horizon,,True,100,53.0,10.0,10.0,0,0,0,0,0,100,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,6.6,6.6,not observed before death/horizon,0.1,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,False,10.0,77.00000000000017,53.0,1325.0,18.9999999999998,False,222.99999999999983,212.5,0.5,9.99999999999983,1352.0,1352.0,181.0000000000002,0.1501834000227973,3a46320a2d2f52bc,4952dc73f325f190,valid
80,300,200,F15,2,survived_horizon,,True,100,53.0,10.0,2.6,7.4,0,0,0,0,100,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,6.6,6.6,0.1,7.5,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,False,10.0,77.50000000000017,53.0,1325.0,18.9999999999998,False,222.49999999999983,212.5,0.0,9.99999999999983,1352.0,1352.0,181.0000000000002,0.19593299995176494,40f0c20ade7a5139,0dc8e37420fa2ca8,valid
80,300,200,A20,2,survived_horizon,,True,100,80,0.0,3.0,0,7.0,0,0,0,100,3.1,not observed before death/horizon,not observed before death/horizon,3.7,3.7,not observed before death/horizon,0.1,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,False,10.0,59.50000000000031,290.8069337716119,1360.0,84.47778148298957,False,240.4999999999997,230.0,0.5,9.999999999999687,1197.5538185080343,1188.5994706574747,115.52221851701043,0.15529749996494502,cc6b1879cc98e388,4c6d8d6da8fb4d5d,valid
80,300,200,F20,2,survived_horizon,,True,100,80,0.0,0,3.0,7.0,0,0,0,100,3.1,not observed before death/horizon,not observed before death/horizon,3.7,3.7,0.1,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,False,10.0,60.00000000000032,290.8069337716119,1360.0,84.47778148298957,False,239.9999999999997,230.0,0.0,9.999999999999687,1197.5538185080343,1188.5994706574747,115.52221851701043,0.1835298000369221,d189bed7009f4e11,5697082906a35b4a,valid
120,150,101,S0,0,captured,0.8,False,8,0.0,0.8,0.5,0.3,0,0,0,0,8,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,0.1,0.4,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,False,0.8,,,-0.0,200.0,False,0.7999999999999545,0.0,0.0,0.7999999999999545,120.0,120.0,-99.0,0.020700599998235703,0668d6289732fd20,f6b24eb81f7225e3,valid
120,150,101,A10,0,captured,2.2,False,22,10.0,2.2,2.2,0,0,0,0,0,22,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,0.1,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,False,2.2,,,220.0,181.2000000000002,False,13.699999999999875,11.0,0.5,2.199999999999875,330.0,330.0,-80.20000000000019,0.03381440008524805,9ba67c98a5e4b8cf,00f3d321dabd8a15,valid
120,150,101,F10,0,captured,2.2,False,22,10.0,2.2,1.3,0.9,0,0,0,0,22,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,0.1,1.0,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,False,2.2,,,220.0,181.7000000000002,False,13.199999999999875,11.0,0.0,2.199999999999875,330.0,330.0,-80.70000000000019,0.040137500036507845,5972bec5ed9c09ae,8ddfc8b6770a519b,valid
120,150,101,A15,0,captured,9.0,False,90,14.0,9.0,9.0,0,0,0,0,0,90,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,1.7,1.7,not observed before death/horizon,0.1,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,False,9.0,,,980.0,59.00000000000048,False,94.4999999999996,85.0,0.5,8.999999999999602,1086.0,1086.0,41.99999999999952,0.1423629999626428,42142d1ed062210c,41321a49b61de51c,valid
120,150,101,F15,0,captured,9.5,False,95,14.0,9.5,6.5,3.0,0,0,0,0,95,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,1.8,1.8,0.1,3.1,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,False,9.5,,,1035.0,51.250000000000455,False,99.49999999999963,90.0,0.0,9.49999999999963,1141.0,1141.0,49.749999999999545,0.18726409994997084,70812b483fe29f13,44d3abffcf236110,valid
120,150,101,A20,0,survived_horizon,,True,100,17.0,9.7,9.7,0,0,0.3,0,0,97,not observed before death/horizon,9.7,not observed before death/horizon,1.0,1.0,not observed before death/horizon,0.1,46.30000000000034,17.0,1060.0,False,True,10.0,44.500000000000334,47.0,1090.0,8.65000000000008,True,105.49999999999966,95.0,0.5,9.999999999999659,1163.0,1163.0,92.34999999999992,0.21497560001444072,75c19a20bf10d2a7,96c8eda8640ce034,valid
120,150,101,F20,0,survived_horizon,,True,100,17.0,9.7,6.2,3.5,0,0.3,0,0,97,not observed before death/horizon,9.7,not observed before death/horizon,1.0,1.0,0.1,3.6,46.800000000000345,17.0,1060.0,False,True,10.0,45.00000000000034,47.0,1090.0,8.65000000000008,True,104.99999999999966,95.0,0.0,9.999999999999659,1163.0,1163.0,92.34999999999992,0.12823909998405725,99f9b927afa7d5c5,cf916fc53b82f629,valid
120,150,101,S0,1,captured,0.8,False,8,0.0,0.8,0.5,0.3,0,0,0,0,8,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,0.1,0.4,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,False,0.8,,,-0.0,200.0,False,0.7999999999999545,0.0,0.0,0.7999999999999545,120.0,120.0,-99.0,0.01645039999857545,0668d6289732fd20,67a9b4a05535d6c6,valid
120,150,101,A10,1,captured,2.2,False,22,10.0,2.2,2.2,0,0,0,0,0,22,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,0.1,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,False,2.2,,,220.0,181.2000000000002,False,13.699999999999875,11.0,0.5,2.199999999999875,330.0,330.0,-80.20000000000019,0.03782670001965016,9ba67c98a5e4b8cf,6614eac53770da3f,valid
120,150,101,F10,1,captured,2.2,False,22,10.0,2.2,1.3,0.9,0,0,0,0,22,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,0.1,1.0,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,False,2.2,,,220.0,181.7000000000002,False,13.199999999999875,11.0,0.0,2.199999999999875,330.0,330.0,-80.70000000000019,0.041816300014033914,5972bec5ed9c09ae,949fd43ae237192f,valid
120,150,101,A15,1,captured,9.0,False,90,14.0,9.0,9.0,0,0,0,0,0,90,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,1.7,1.7,not observed before death/horizon,0.1,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,False,9.0,,,980.0,59.00000000000048,False,94.4999999999996,85.0,0.5,8.999999999999602,1086.0,1086.0,41.99999999999952,0.154689000104554,42142d1ed062210c,8d3651fdfc555cc9,valid
120,150,101,F15,1,captured,9.5,False,95,14.0,9.5,6.5,3.0,0,0,0,0,95,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,1.8,1.8,0.1,3.1,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,False,9.5,,,1035.0,51.250000000000455,False,99.49999999999963,90.0,0.0,9.49999999999963,1141.0,1141.0,49.749999999999545,0.21558650000952184,70812b483fe29f13,b67f3d5461caea3e,valid
120,150,101,A20,1,survived_horizon,,True,100,17.0,9.7,9.7,0,0,0.3,0,0,97,not observed before death/horizon,9.7,not observed before death/horizon,1.0,1.0,not observed before death/horizon,0.1,46.30000000000034,17.0,1060.0,False,True,10.0,44.500000000000334,47.0,1090.0,8.65000000000008,True,105.49999999999966,95.0,0.5,9.999999999999659,1163.0,1163.0,92.34999999999992,0.1671559999231249,75c19a20bf10d2a7,f1c8f9177240fb06,valid
120,150,101,F20,1,survived_horizon,,True,100,17.0,9.7,6.2,3.5,0,0.3,0,0,97,not observed before death/horizon,9.7,not observed before death/horizon,1.0,1.0,0.1,3.6,46.800000000000345,17.0,1060.0,False,True,10.0,45.00000000000034,47.0,1090.0,8.65000000000008,True,104.99999999999966,95.0,0.0,9.999999999999659,1163.0,1163.0,92.34999999999992,0.1801633998984471,99f9b927afa7d5c5,13fcb8e74e7c7b7e,valid
120,150,101,S0,2,captured,0.8,False,8,0.0,0.8,0.5,0.3,0,0,0,0,8,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,0.1,0.4,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,False,0.8,,,-0.0,200.0,False,0.7999999999999545,0.0,0.0,0.7999999999999545,120.0,120.0,-99.0,0.015160700073465705,0668d6289732fd20,0445b66e2f18b11f,valid
120,150,101,A10,2,captured,2.2,False,22,10.0,2.2,2.2,0,0,0,0,0,22,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,0.1,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,False,2.2,,,220.0,181.2000000000002,False,13.699999999999875,11.0,0.5,2.199999999999875,330.0,330.0,-80.20000000000019,0.032698099967092276,9ba67c98a5e4b8cf,25c814c0a80fbe47,valid
120,150,101,F10,2,captured,2.2,False,22,10.0,2.2,1.3,0.9,0,0,0,0,22,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,0.1,1.0,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,False,2.2,,,220.0,181.7000000000002,False,13.199999999999875,11.0,0.0,2.199999999999875,330.0,330.0,-80.70000000000019,0.039322600001469254,5972bec5ed9c09ae,d0c4eff76fe5b589,valid
120,150,101,A15,2,captured,9.0,False,90,14.0,9.0,9.0,0,0,0,0,0,90,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,1.7,1.7,not observed before death/horizon,0.1,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,False,9.0,,,980.0,59.00000000000048,False,94.4999999999996,85.0,0.5,8.999999999999602,1086.0,1086.0,41.99999999999952,0.14083759998902678,42142d1ed062210c,491fa8ec9a688c7e,valid
120,150,101,F15,2,captured,9.5,False,95,14.0,9.5,6.5,3.0,0,0,0,0,95,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,1.8,1.8,0.1,3.1,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,False,9.5,,,1035.0,51.250000000000455,False,99.49999999999963,90.0,0.0,9.49999999999963,1141.0,1141.0,49.749999999999545,0.16255699994508177,70812b483fe29f13,66919c7a010bee8d,valid
120,150,101,A20,2,survived_horizon,,True,100,17.0,9.7,9.7,0,0,0.3,0,0,97,not observed before death/horizon,9.7,not observed before death/horizon,1.0,1.0,not observed before death/horizon,0.1,46.30000000000034,17.0,1060.0,False,True,10.0,44.500000000000334,47.0,1090.0,8.65000000000008,True,105.49999999999966,95.0,0.5,9.999999999999659,1163.0,1163.0,92.34999999999992,0.1651236000470817,75c19a20bf10d2a7,5fbf21d2fa78c2c2,valid
120,150,101,F20,2,survived_horizon,,True,100,17.0,9.7,6.2,3.5,0,0.3,0,0,97,not observed before death/horizon,9.7,not observed before death/horizon,1.0,1.0,0.1,3.6,46.800000000000345,17.0,1060.0,False,True,10.0,45.00000000000034,47.0,1090.0,8.65000000000008,True,104.99999999999966,95.0,0.0,9.999999999999659,1163.0,1163.0,92.34999999999992,0.23150489991530776,99f9b927afa7d5c5,a0b157904ae4846f,valid
120,150,200,S0,0,captured,0.8,False,8,0.0,0.8,0.5,0.3,0,0,0,0,8,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,0.1,0.4,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,False,0.8,,,-0.0,200.0,False,0.7999999999999545,0.0,0.0,0.7999999999999545,120.0,120.0,0.0,0.01864869997370988,f3ccdbecc16706b6,73b5e389361f0783,valid
120,150,200,A10,0,captured,2.2,False,22,10.0,2.2,2.2,0,0,0,0,0,22,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,0.1,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,False,2.2,,,220.0,200.0,False,13.699999999999875,11.0,0.5,2.199999999999875,330.0,330.0,0.0,0.046340800006873906,f9dbb2b876193224,484bc91a992ffeb7,valid
120,150,200,F10,0,captured,2.2,False,22,10.0,2.2,1.3,0.9,0,0,0,0,22,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,0.1,1.0,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,False,2.2,,,220.0,200.0,False,13.199999999999875,11.0,0.0,2.199999999999875,330.0,330.0,0.0,0.057634899974800646,4e22a79908e4856e,174c177f6fb5a138,valid
120,150,200,A15,0,captured,3.8,False,38,10.0,3.8,3.8,0,0,0,0,0,38,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,1.7,1.7,not observed before death/horizon,0.1,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,False,3.8,,,460.0,189.79999999999993,False,63.299999999999784,59.0,0.5,3.799999999999784,570.0,570.0,10.200000000000074,0.1763255000114441,7e3e77ca8ed6e7f5,ce4f22144a6d3fdf,valid
120,150,200,F15,0,captured,3.9,False,39,10.0,3.9,1.3,2.6,0,0,0,0,39,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,1.8,1.8,0.1,2.7,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,False,3.9,,,475.0,184.64999999999992,False,65.89999999999978,62.0,0.0,3.8999999999997783,585.0,585.0,15.35000000000008,0.21315740002319217,363a8e22a8262ec5,6ac79bd82dd7178b,valid
120,150,200,A20,0,captured,4.0,False,40,10.0,4.0,4.0,0,0,0,0,0,40,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,1.0,1.0,not observed before death/horizon,0.1,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,False,4.0,,,490.0,178.49999999999994,False,69.49999999999977,65.0,0.5,3.9999999999997726,600.0,600.0,21.500000000000057,0.10161000001244247,10850596eab8b865,fdfafd2507d194c3,valid
120,150,200,F20,0,captured,4.0,False,40,10.0,4.0,1.3,2.7,0,0,0,0,40,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,1.0,1.0,0.1,2.8,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,False,4.0,,,490.0,178.99999999999994,False,68.99999999999977,65.0,0.0,3.9999999999997726,600.0,600.0,21.000000000000057,0.10581029998138547,71455c0a8fa0bd93,c1dd32657c1f0000,valid
