d,agent_energy0,pred_energy0,arm,speed,delta_deg,seed,outcome,event_time,censored_at_30s,steps_run,post_death_steps_run,min_separation,min_separation_time,time_chase,time_circle,time_edge_avoid,time_wander,time_sleep,time_ambiguous,time_unidentified,predicate_mismatches,decision_steps,eligible_circle_ticks,eligible_edge_avoid_ticks,nonzero_pivot_ticks,any_edge_ever_in_controller_obs,any_edge_ever_in_pred_obs,first_pred_perception_loss,first_sleep,first_wake_after_sleep,first_below_sprint_threshold,first_sprint_clamp,final_t,final_agent_energy,final_separation,final_pred_energy,pred_asleep_at_end,agent_energy_used,agent_move_cost,agent_turn_cost,pred_displacement_along_escape_from_own_start,pred_dist_from_ref_final,pred_energy_at_kill_pre,pred_energy_at_kill_post,pred_xy_at_kill,killed_agent_energy_pre_removal,post_death_snapshots,post_death_final_pred_xy,post_death_min_dist_to_ref,post_death_wake_events,post_death_sleep_events,runtime_sec,trajectory_digest_norng,trajectory_digest,validity
120,150,101,S10_D0,10.0,0.0,2,captured,2.2,False,22,100,10.0,2.2,1.3,0.9,0,0,0,0,0,0,22,9,0,0,False,False,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,2.2,,,181.7000000000002,False,,11.0,0.0,330.0,210.0,44.90000000000006,181.7000000000002,"[-210.0, 0.0]",136.80000000000013,"{""+1s"": {""pred_xy"": [-319.03917010861187, -12.505178136800168], ""pred_energy"": 176.14729769069433, ""pred_resting"": false, ""dist_to_ref"": 319.2841548586852}, ""+5s"": {""pred_xy"": [-739.6425858206094, -21.492967710721132], ""pred_energy"": 153.7841096227643, ""pred_resting"": false, ""dist_to_ref"": 739.9547975521286}, ""+10s"": {""pred_xy"": [-1256.610959750201, 149.2018334041768], ""pred_energy"": 125.85800151876197, ""pred_resting"": false, ""dist_to_ref"": 1265.4375888424877}}","[-1256.610959750201, 149.2018334041768]",221.0,0,0,0.04249110003001988,dcd3ab6fcd7141ab,864013871d415767,valid
120,150,101,S10_D+15,10.0,15.0,0,captured,5.5,False,55,100,14.578595859948654,5.5,3.5,2.0,0,0,0,0,0,0,55,20,0,55,False,False,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,5.5,,,139.07662551447027,False,,27.5,0.3453511044779276,655.421404140714,535.4214041407321,22.42197661894788,139.07662551447027,"[-535.421404140714, -0.00013900090380047914]",116.65464889552239,"{""+1s"": {""pred_xy"": [-643.2799819375714, 19.85741190450335], ""pred_energy"": 133.49751369821743, ""pred_resting"": false, ""dist_to_ref"": 643.5863982163912}, ""+5s"": {""pred_xy"": [-1050.7564419788177, 177.16427621782168], ""pred_energy"": 111.16958277386743, ""pred_resting"": false, ""dist_to_ref"": 1065.5872939969627}, ""+10s"": {""pred_xy"": [-1545.590689480683, 408.64278602937884], ""pred_energy"": 83.23836370736828, ""pred_resting"": false, ""dist_to_ref"": 1598.6993169396258}}","[-1545.590689480683, 408.64278602937884]",546.4082305523779,0,0,0.06551210000179708,cf8318d06030b2b3,6e7474c89354e59d,valid
120,150,101,S10_D+15,10.0,15.0,1,captured,5.5,False,55,100,14.578595859948654,5.5,3.5,2.0,0,0,0,0,0,0,55,20,0,55,False,False,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,5.5,,,139.07662551447027,False,,27.5,0.3453511044779276,655.421404140714,535.4214041407321,22.42197661894788,139.07662551447027,"[-535.421404140714, -0.00013900090380047914]",116.65464889552239,"{""+1s"": {""pred_xy"": [-644.5880488895327, 12.132570098126052], ""pred_energy"": 133.50182731072735, ""pred_resting"": false, ""dist_to_ref"": 644.7022196552456}, ""+5s"": {""pred_xy"": [-1079.3751161262053, 64.75146483470053], ""pred_energy"": 111.15057095502799, ""pred_resting"": false, ""dist_to_ref"": 1081.3155846054835}, ""+10s"": {""pred_xy"": [-1627.084890037614, 90.87482263090442], ""pred_energy"": 83.25296036439316, ""pred_resting"": false, ""dist_to_ref"": 1629.6206530284626}}","[-1627.084890037614, 90.87482263090442]",546.4082305523779,0,0,0.0691763999639079,cf8318d06030b2b3,8b3c31c293b7e68c,valid
120,150,101,S10_D+15,10.0,15.0,2,captured,5.5,False,55,100,14.578595859948654,5.5,3.5,2.0,0,0,0,0,0,0,55,20,0,55,False,False,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,5.5,,,139.07662551447027,False,,27.5,0.3453511044779276,655.421404140714,535.4214041407321,22.42197661894788,139.07662551447027,"[-535.421404140714, -0.00013900090380047914]",116.65464889552239,"{""+1s"": {""pred_xy"": [-641.8038328206349, 26.068315270108542], ""pred_energy"": 133.46216894219208, ""pred_resting"": false, ""dist_to_ref"": 642.3330264623478}, ""+5s"": {""pred_xy"": [-998.5954463485741, 279.34165233921703], ""pred_energy"": 111.1490698888428, ""pred_resting"": false, ""dist_to_ref"": 1036.9303854163556}, ""+10s"": {""pred_xy"": [-1356.3282393053778, 692.0303577894083], ""pred_energy"": 83.25103470815311, ""pred_resting"": false, ""dist_to_ref"": 1522.6727517228917}}","[-1356.3282393053778, 692.0303577894083]",546.4082305523779,0,0,0.06644460000097752,cf8318d06030b2b3,e5715831b609094b,valid
120,150,101,S10_D-15,10.0,-15.0,0,captured,5.5,False,55,100,14.578595859948654,5.5,3.5,2.0,0,0,0,0,0,0,55,20,0,55,False,False,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,5.5,,,139.07662551447027,False,,27.5,0.3453511044779276,655.421404140714,535.4214041407321,22.42197661894788,139.07662551447027,"[-535.421404140714, 0.00013900090380047914]",116.65464889552239,"{""+1s"": {""pred_xy"": [-644.7135462964316, 9.111823550742884], ""pred_energy"": 133.49751369821743, ""pred_resting"": false, ""dist_to_ref"": 644.7779323973028}, ""+5s"": {""pred_xy"": [-1065.7300565108262, 125.4200914198982], ""pred_energy"": 111.16958277386743, ""pred_resting"": false, ""dist_to_ref"": 1073.0846903587546}, ""+10s"": {""pred_xy"": [-1581.000495332276, 306.91281271214575], ""pred_energy"": 83.23836370736828, ""pred_resting"": false, ""dist_to_ref"": 1610.5148372019994}}","[-1581.000495332276, 306.91281271214575]",546.4082305523779,0,0,0.06745420000515878,ca3a60c1938e24e9,49a1d189e12eaee5,valid
120,150,101,S10_D-15,10.0,-15.0,1,captured,5.5,False,55,100,14.578595859948654,5.5,3.5,2.0,0,0,0,0,0,0,55,20,0,55,False,False,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,5.5,,,139.07662551447027,False,,27.5,0.3453511044779276,655.421404140714,535.4214041407321,22.42197661894788,139.07662551447027,"[-535.421404140714, 0.00013900090380047914]",116.65464889552239,"{""+1s"": {""pred_xy"": [-645.2525508775843, 1.295578023260532], ""pred_energy"": 133.50182731072735, ""pred_resting"": false, ""dist_to_ref"": 645.2538515471596}, ""+5s"": {""pred_xy"": [-1083.1104217118645, 10.730983050838404], ""pred_energy"": 111.15057095502799, ""pred_resting"": false, ""dist_to_ref"": 1083.1635793443622}, ""+10s"": {""pred_xy"": [-1630.7233939448897, -17.348527321451], ""pred_energy"": 83.25296036439316, ""pred_resting"": false, ""dist_to_ref"": 1630.8156728948134}}","[-1630.7233939448897, -17.348527321451]",546.4082305523779,0,0,0.08108280005399138,ca3a60c1938e24e9,603c88c3a5ff6f51,valid
120,150,101,S10_D-15,10.0,-15.0,2,captured,5.5,False,55,100,14.578595859948654,5.5,3.5,2.0,0,0,0,0,0,0,55,20,0,55,False,False,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,5.5,,,139.07662551447027,False,,27.5,0.3453511044779276,655.421404140714,535.4214041407321,22.42197661894788,139.07662551447027,"[-535.421404140714, 0.00013900090380047914]",116.65464889552239,"{""+1s"": {""pred_xy"": [-643.8578100216328, 15.43812201511355], ""pred_energy"": 133.46216894219208, ""pred_resting"": false, ""dist_to_ref"": 644.0428674686232}, ""+5s"": {""pred_xy"": [-1023.9118491552435, 232.24809893551537], ""pred_energy"": 111.1490698888428, ""pred_resting"": false, ""dist_to_ref"": 1049.9212609999242}, ""+10s"": {""pred_xy"": [-1420.64150531217, 607.601663842579], ""pred_energy"": 83.25103470815311, ""pred_resting"": false, ""dist_to_ref"": 1545.1220238285061}}","[-1420.64150531217, 607.601663842579]",546.4082305523779,0,0,0.0684445999795571,ca3a60c1938e24e9,d8d0a0f1a3c74211,valid
120,150,101,S15_D0,15.0,0.0,0,captured,9.5,False,95,100,14.0,9.5,6.5,3.0,0,0,0,0,0,0,95,30,0,0,False,False,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,1.8,1.8,9.5,,,51.250000000000455,False,,90.0,0.0,1141.0,1021.0,0.7500000000000793,51.250000000000455,"[-1021.0, 0.0]",50.50000000000038,"{""+1s"": {""pred_xy"": [-1130.3881095172837, -9.68942036351109], ""pred_energy"": 45.678756907110085, ""pred_resting"": false, ""dist_to_ref"": 1130.4296364679403}, ""+5s"": {""pred_xy"": [-1544.8086669601516, 71.32044742783182], ""pred_energy"": 23.310779447335456, ""pred_resting"": false, ""dist_to_ref"": 1546.4541453714387}, ""+10s"": {""pred_xy"": [-1956.1959420527492, 274.99113170612327], ""pred_energy"": 23.819402840658046, ""pred_resting"": true, ""dist_to_ref"": 1975.429747224805}}","[-1956.1959420527492, 274.99113170612327]",1032.0,0,1,0.10078759992029518,14b7f0ca2bb41cfe,37d96b112a9a38f9,valid
120,150,101,S15_D0,15.0,0.0,1,captured,9.5,False,95,100,14.0,9.5,6.5,3.0,0,0,0,0,0,0,95,30,0,0,False,False,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,1.8,1.8,9.5,,,51.250000000000455,False,,90.0,0.0,1141.0,1021.0,0.7500000000000793,51.250000000000455,"[-1021.0, 0.0]",50.50000000000038,"{""+1s"": {""pred_xy"": [-1130.4558879590886, 9.794942119810003], ""pred_energy"": 45.67586284182215, ""pred_resting"": false, ""dist_to_ref"": 1130.4983217645668}, ""+5s"": {""pred_xy"": [-1557.974230076601, -69.70687026093128], ""pred_energy"": 23.345454140598278, ""pred_resting"": false, ""dist_to_ref"": 1559.532862540688}, ""+10s"": {""pred_xy"": [-2001.8397509281476, -178.44247616333723], ""pred_energy"": 23.902946373701553, ""pred_resting"": true, ""dist_to_ref"": 2009.777128364081}}","[-2001.8397509281476, -178.44247616333723]",1032.0,0,1,0.09831609996035695,14b7f0ca2bb41cfe,a523bcd8c56693ac,valid
120,150,101,S15_D0,15.0,0.0,2,captured,9.5,False,95,100,14.0,9.5,6.5,3.0,0,0,0,0,0,0,95,30,0,0,False,False,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,1.8,1.8,9.5,,,51.250000000000455,False,,90.0,0.0,1141.0,1021.0,0.7500000000000793,51.250000000000455,"[-1021.0, 0.0]",50.50000000000038,"{""+1s"": {""pred_xy"": [-1127.4952176058387, 22.026691547606788], ""pred_energy"": 45.66237742482914, ""pred_resting"": false, ""dist_to_ref"": 1127.7103532665517}, ""+5s"": {""pred_xy"": [-1551.3034603311016, 51.43672170370064], ""pred_energy"": 23.342657236967657, ""pred_resting"": false, ""dist_to_ref"": 1552.1559723091214}, ""+10s"": {""pred_xy"": [-1957.097960775688, -158.04290857114756], ""pred_energy"": 23.90484956857277, ""pred_resting"": true, ""dist_to_ref"": 1963.468866323575}}","[-1957.097960775688, -158.04290857114756]",1032.0,0,1,0.10737530002370477,14b7f0ca2bb41cfe,fc88aed0e83b9d4f,valid
120,150,101,S15_D+15,15.0,15.0,0,energy_death,17.9,False,179,100,67.40822546068084,9.6,0.4,9.2,0,4.9,3.4,0,0,0,145,92,0,96,False,False,13.1,9.6,13.1,1.8,1.8,17.9,,,74.61001074964057,False,,132.0,0.2929805837530992,1471.5163214582817,1397.7891053924166,,,,,"{""+1s"": {""pred_xy"": [-1420.9046147475774, 441.4861733524758], ""pred_energy"": 69.03580343817428, ""pred_resting"": false, ""dist_to_ref"": 1487.9112760754163}, ""+5s"": {""pred_xy"": [-1683.3912619328103, 778.1822263865597], ""pred_energy"": 46.64954681919705, ""pred_resting"": false, ""dist_to_ref"": 1854.5548571599822}, ""+10s"": {""pred_xy"": [-1814.8709921950058, 1308.999390601699], ""pred_energy"": 18.75983337617872, ""pred_resting"": false, ""dist_to_ref"": 2237.685438775188}}","[-1814.8709921950058, 1308.999390601699]",1407.691413532103,0,0,0.18952419993001968,fd840cb4a027c4ba,69452973995813e6,valid
120,150,101,S15_D+15,15.0,15.0,1,energy_death,17.9,False,179,100,67.40822546068084,9.6,0.4,9.2,0,4.9,3.4,0,0,0,145,92,0,96,False,False,13.1,9.6,13.1,1.8,1.8,17.9,,,74.6458102395712,False,,132.0,0.2929805837530992,1494.8751283595848,1415.493279964375,,,,,"{""+1s"": {""pred_xy"": [-1466.7438422767946, 396.70184471983157], ""pred_energy"": 69.06599455172571, ""pred_resting"": false, ""dist_to_ref"": 1519.4439286992501}, ""+5s"": {""pred_xy"": [-1872.9983797238037, 558.1134758911576], ""pred_energy"": 46.75622853801277, ""pred_resting"": false, ""dist_to_ref"": 1954.3831718522608}, ""+10s"": {""pred_xy"": [-2407.888685990245, 639.6304833490485], ""pred_energy"": 18.811640172930403, ""pred_resting"": false, ""dist_to_ref"": 2491.3962108322244}}","[-2407.888685990245, 639.6304833490485]",1425.4320752827678,0,0,0.18229100003372878,c1528058afbe8da0,61e1a66118dcd0fd,valid
120,150,101,S15_D+15,15.0,15.0,2,energy_death,17.9,False,179,100,67.40822546068084,9.6,0.4,9.2,0,4.9,3.4,0,0,0,145,92,0,96,False,False,13.1,9.6,13.1,1.8,1.8,17.9,,,74.65036995513127,False,,132.0,0.2929805837530992,1450.7833687839557,1382.4985352018782,,,,,"{""+1s"": {""pred_xy"": [-1392.037525246249, 465.784224971967], ""pred_energy"": 69.0658430087014, ""pred_resting"": false, ""dist_to_ref"": 1467.8976176581382}, ""+5s"": {""pred_xy"": [-1644.1466607703996, 821.0220656097645], ""pred_energy"": 46.728005054292474, ""pred_resting"": false, ""dist_to_ref"": 1837.7419498777788}, ""+10s"": {""pred_xy"": [-1887.3992492202678, 1309.098979994562], ""pred_energy"": 18.83555548226252, ""pred_resting"": false, ""dist_to_ref"": 2296.958002528569}}","[-1887.3992492202678, 1309.098979994562]",1391.0590587329477,0,0,0.2607366000302136,37bd2459d9342e12,1da22839b774c39d,valid
120,150,101,S15_D-15,15.0,-15.0,0,energy_death,17.9,False,179,100,67.40822546068084,9.6,0.4,9.2,0,4.9,3.4,0,0,0,145,92,0,96,False,False,13.1,9.6,13.1,1.8,1.8,17.9,,,74.61001074964057,False,,132.0,0.2929805837530992,1565.5929314769,1465.7045560576714,,,,,"{""+1s"": {""pred_xy"": [-1542.3412693692817, -293.42393656739114], ""pred_energy"": 69.03580343817428, ""pred_resting"": false, ""dist_to_ref"": 1570.004521570034}, ""+5s"": {""pred_xy"": [-1923.8922673774641, -484.95019585899263], ""pred_energy"": 46.64954681919705, ""pred_resting"": false, ""dist_to_ref"": 1984.0711048091182}, ""+10s"": {""pred_xy"": [-2470.175605416306, -510.0160267122601], ""pred_energy"": 18.75983337617872, ""pred_resting"": false, ""dist_to_ref"": 2522.2775162731746}}","[-2470.175605416306, -510.0160267122601]",1475.3793509772684,0,0,0.24087849992793053,4ba3b5da969edc5e,6ba9b781904d0f6c,valid
120,150,101,S15_D-15,15.0,-15.0,1,energy_death,17.9,False,179,100,67.40822546068084,9.6,0.4,9.2,0,4.9,3.4,0,0,0,145,92,0,96,False,False,13.1,9.6,13.1,1.8,1.8,17.9,,,74.6458102395712,False,,132.0,0.2929805837530992,1550.5339774622353,1455.568401891737,,,,,"{""+1s"": {""pred_xy"": [-1507.3927177341948, -347.1405039387546], ""pred_energy"": 69.06599455172571, ""pred_resting"": false, ""dist_to_ref"": 1546.8481938939367}, ""+5s"": {""pred_xy"": [-1745.1810068448412, -713.9554347083567], ""pred_energy"": 46.75622853801277, ""pred_resting"": false, ""dist_to_ref"": 1885.5739469460148}, ""+10s"": {""pred_xy"": [-1929.7911265269313, -1222.5532777569315], ""pred_energy"": 18.811640172930403, ""pred_resting"": false, ""dist_to_ref"": 2284.45405052855}}","[-1929.7911265269313, -1222.5532777569315]",1465.2132294012724,0,0,0.21209479996468872,9ad6f1e45beeabc6,ca7fa37bd987410d,valid
120,150,101,S15_D-15,15.0,-15.0,2,energy_death,17.9,False,179,100,67.40822546068084,9.6,0.4,9.2,0,4.9,3.4,0,0,0,145,92,0,96,False,False,13.1,9.6,13.1,1.8,1.8,17.9,,,74.65036995513127,False,,132.0,0.2929805837530992,1579.1033776328977,1475.3188548589867,,,,,"{""+1s"": {""pred_xy"": [-1560.5207649486274, -260.36020856734103], ""pred_energy"": 69.0658430087014, ""pred_resting"": false, ""dist_to_ref"": 1582.0911781692857}, ""+5s"": {""pred_xy"": [-1958.2243799646703, -438.0812659547837], ""pred_energy"": 46.728005054292474, ""pred_resting"": false, ""dist_to_ref"": 2006.6284952298877}, ""+10s"": {""pred_xy"": [-2484.465833745937, -581.1226182453756], ""pred_energy"": 18.83555548226252, ""pred_resting"": false, ""dist_to_ref"": 2551.5238537954633}}","[-2484.465833745937, -581.1226182453756]",1485.9243644826092,0,0,0.18648250005207956,24454ee015f2efca,aed69decc66b29d8,valid
120,150,101,S20_D0,20.0,0.0,0,energy_death,17.6,False,176,100,17.0,9.7,6.2,3.5,0,4.5,3.4,0,0,0,142,35,0,0,False,False,13.2,9.7,13.2,1.0,1.0,17.6,,,76.51553970375498,False,,133.0,0.0,1589.3343465258504,1487.8635339603593,,,,,"{""+1s"": {""pred_xy"": [-1570.207954113981, 277.4849479257482], ""pred_energy"": 70.92204171767334, ""pred_resting"": false, ""dist_to_ref"": 1594.5378375843482}, ""+5s"": {""pred_xy"": [-1937.632854348224, 516.6378756281865], ""pred_energy"": 48.55969241387766, ""pred_resting"": false, ""dist_to_ref"": 2005.3268493647743}, ""+10s"": {""pred_xy"": [-2322.2029850867357, 902.6036704277321], ""pred_energy"": 20.72368543708886, ""pred_resting"": false, ""dist_to_ref"": 2491.4493953952506}}","[-2322.2029850867357, 902.6036704277321]",1498.5807973961694,0,0,0.18216059997212142,0255d4fa5f1e454e,30933a9b8f3ee013,valid
120,150,101,S20_D0,20.0,0.0,1,energy_death,17.6,False,176,100,17.0,9.7,6.2,3.5,0,4.5,3.4,0,0,0,142,35,0,0,False,False,13.2,9.7,13.2,1.0,1.0,17.6,,,76.53932070439681,False,,133.0,0.0,1651.2432627411636,1532.6660513198572,,,,,"{""+1s"": {""pred_xy"": [-1640.3978317294996, -57.03156124472207], ""pred_energy"": 70.96188998102572, ""pred_resting"": false, ""dist_to_ref"": 1641.388937857464}, ""+5s"": {""pred_xy"": [-2074.2455434872018, -99.81595332287725], ""pred_energy"": 48.6676280518774, ""pred_resting"": false, ""dist_to_ref"": 2076.6458049494795}, ""+10s"": {""pred_xy"": [-2574.3054585212276, -318.34066681205877], ""pred_energy"": 20.815368579541744, ""pred_resting"": false, ""dist_to_ref"": 2593.913910275076}}","[-2574.3054585212276, -318.34066681205877]",1543.6654261364222,0,0,0.15147559996694326,4d197d5e57e397c3,6fba8832c907ea77,valid
120,150,101,S20_D0,20.0,0.0,2,energy_death,17.6,False,176,100,17.0,9.7,6.2,3.5,0,4.5,3.4,0,0,0,142,35,0,0,False,False,13.2,9.7,13.2,1.0,1.0,17.6,,,76.54952890527817,False,,133.0,0.0,1631.3803258226362,1516.7383437322817,,,,,"{""+1s"": {""pred_xy"": [-1603.718077341593, -187.00498842422257], ""pred_energy"": 70.96258145675964, ""pred_resting"": false, ""dist_to_ref"": 1614.5843233748305}, ""+5s"": {""pred_xy"": [-1957.1456831416235, -444.79073427759977], ""pred_energy"": 48.650307769676054, ""pred_resting"": false, ""dist_to_ref"": 2007.0520726526001}, ""+10s"": {""pred_xy"": [-2452.6898473452375, -669.7439022005383], ""pred_energy"": 20.807637392551847, ""pred_resting"": false, ""dist_to_ref"": 2542.4878331675864}}","[-2452.6898473452375, -669.7439022005383]",1526.092298843145,0,0,0.21040969993919134,5e6cc01a08fd571f,9bc33d0afbe751c2,valid
120,150,101,S20_D+15,20.0,15.0,0,energy_death,17.5,False,175,100,88.47199098423633,9.7,0,9.7,0,4.4,3.4,0,0,0,141,97,0,97,False,False,13.2,9.7,13.2,1.0,1.0,17.5,,,76.9139468734425,False,,132.5,0.1437264987391842,1157.2672317042452,1112.224219575553,,,,,"{""+1s"": {""pred_xy"": [-1054.0916054310692, 509.91527671054246], ""pred_energy"": 71.31401328509506, ""pred_resting"": false, ""dist_to_ref"": 1170.9494874088455}, ""+5s"": {""pred_xy"": [-1048.1398463685427, 948.1816974931226], ""pred_energy"": 48.9624205969458, ""pred_resting"": false, ""dist_to_ref"": 1413.3809355606902}, ""+10s"": {""pred_xy"": [-928.5234101743235, 1479.5325563454517], ""pred_energy"": 21.12129462069103, ""pred_resting"": false, ""dist_to_ref"": 1746.7605183676044}}","[-928.5234101743235, 1479.5325563454517]",1117.3957430525634,0,0,0.13854600000195205,54cd7d8ae4aff7e5,86828b19d7666800,valid
120,150,101,S20_D+15,20.0,15.0,1,energy_death,17.5,False,175,100,88.47199098423633,9.7,0,9.7,0,4.4,3.4,0,0,0,141,97,0,97,False,False,13.2,9.7,13.2,1.0,1.0,17.5,,,76.92913773751833,False,,132.5,0.1437264987391842,1439.305745038775,1352.184226583454,,,,,"{""+1s"": {""pred_xy"": [-1371.5169198270241, 392.5656819836331], ""pred_energy"": 71.35923749401317, ""pred_resting"": false, ""dist_to_ref"": 1426.5926103983165}, ""+5s"": {""pred_xy"": [-1634.4502734889074, 740.2410525278028], ""pred_energy"": 49.06088566214522, ""pred_resting"": false, ""dist_to_ref"": 1794.264337369339}, ""+10s"": {""pred_xy"": [-2082.9956802260776, 1052.0196263761263], ""pred_energy"": 21.208683517179054, ""pred_resting"": false, ""dist_to_ref"": 2333.584431324709}}","[-2082.9956802260776, 1052.0196263761263]",1360.3885465387948,0,0,0.14611229998990893,7fae459add009383,6f6f2f7ab569e73e,valid
120,150,101,S20_D+15,20.0,15.0,2,energy_death,17.5,False,175,100,88.47199098423633,9.7,0,9.7,0,4.4,3.4,0,0,0,141,97,0,97,False,False,13.2,9.7,13.2,1.0,1.0,17.5,,,76.94815331091863,False,,132.5,0.1437264987391842,1477.1066828110934,1380.1820202495408,,,,,"{""+1s"": {""pred_xy"": [-1456.7516149126232, 297.7222383617591], ""pred_energy"": 71.36111777824827, ""pred_resting"": false, ""dist_to_ref"": 1486.8637458643182}, ""+5s"": {""pred_xy"": [-1863.1234353853715, 459.77665716125375], ""pred_energy"": 49.050911073484656, ""pred_resting"": false, ""dist_to_ref"": 1919.0162870472375}, ""+10s"": {""pred_xy"": [-2316.587465069434, 760.8949489594233], ""pred_energy"": 21.200242455325867, ""pred_resting"": false, ""dist_to_ref"": 2438.3475155663905}}","[-2316.587465069434, 760.8949489594233]",1390.850673360631,0,0,0.13468010001815856,0a121f088cefcacf,192b9351f8c3c0a8,valid
120,150,101,S20_D-15,20.0,-15.0,0,energy_death,17.5,False,175,100,88.47199098423633,9.7,0,9.7,0,4.4,3.4,0,0,0,141,97,0,97,False,False,13.2,9.7,13.2,1.0,1.0,17.5,,,76.91394687344248,False,,132.5,0.1437264987391842,1545.8861244542886,1434.579924153828,,,,,"{""+1s"": {""pred_xy"": [-1516.2463411997423, -220.1016234369572], ""pred_energy"": 71.31401328509504, ""pred_resting"": false, ""dist_to_ref"": 1532.1382743868746}, ""+5s"": {""pred_xy"": [-1913.361232314276, -405.6080715098151], ""pred_energy"": 48.96242059694578, ""pred_resting"": false, ""dist_to_ref"": 1955.8806489653493}, ""+10s"": {""pred_xy"": [-2443.77051680549, -529.3328383773651], ""pred_energy"": 21.121294620691017, ""pred_resting"": false, ""dist_to_ref"": 2500.4414795376456}}","[-2443.77051680549, -529.3328383773651]",1444.462617476536,0,0,0.1492024000035599,7c58c20e471e60a9,4964e84e558a3e59,valid
120,150,101,S20_D-15,20.0,-15.0,1,energy_death,17.5,False,175,100,88.47199098423633,9.7,0,9.7,0,4.4,3.4,0,0,0,141,97,0,97,False,False,13.2,9.7,13.2,1.0,1.0,17.5,,,76.92913773751832,False,,132.5,0.1437264987391842,1328.5138750719589,1262.6752619213817,,,,,"{""+1s"": {""pred_xy"": [-1272.3713491871204, -454.73910099070144], ""pred_energy"": 71.35923749401316, ""pred_resting"": false, ""dist_to_ref"": 1351.1907712096336}, ""+5s"": {""pred_xy"": [-1470.838175963795, -842.840930953027], ""pred_energy"": 49.0608856621452, ""pred_resting"": false, ""dist_to_ref"": 1695.21260459043}, ""+10s"": {""pred_xy"": [-1556.1573942589275, -1382.3958327057744], ""pred_energy"": 21.20868351717904, ""pred_resting"": false, ""dist_to_ref"": 2081.500438142886}}","[-1556.1573942589275, -1382.3958327057744]",1270.5589921192095,0,0,0.13657339999917895,7c8bb123286cffa0,8a9c3b6a26945f31,valid
120,150,101,S20_D-15,20.0,-15.0,2,energy_death,17.5,False,175,100,88.47199098423633,9.7,0,9.7,0,4.4,3.4,0,0,0,141,97,0,97,False,False,13.2,9.7,13.2,1.0,1.0,17.5,,,76.94815331091861,False,,132.5,0.1437264987391842,1271.5028660913085,1212.6640362417697,,,,,"{""+1s"": {""pred_xy"": [-1149.8747181552117, -490.1623621367644], ""pred_energy"": 71.36111777824826, ""pred_resting"": false, ""dist_to_ref"": 1249.988403429416}, ""+5s"": {""pred_xy"": [-1118.780309776981, -926.5484628484928], ""pred_energy"": 49.05091107348464, ""pred_resting"": false, ""dist_to_ref"": 1452.6394719790533}, ""+10s"": {""pred_xy"": [-1192.3612015446797, -1465.8885264812898], ""pred_energy"": 21.200242455325853, ""pred_resting"": false, ""dist_to_ref"": 1889.5910687285118}}","[-1192.3612015446797, -1465.8885264812898]",1215.9445973114334,0,0,0.12880740000400692,2bc5c45a5874bbf8,3295e162c2f227ac,valid
120,150,200,S10_D0,10.0,0.0,0,captured,2.2,False,22,100,10.0,2.2,1.3,0.9,0,0,0,0,0,0,22,9,0,0,False,False,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,not observed before death/horizon,2.2,,,200.0,False,,11.0,0.0,330.0,210.0,143.89999999999975,200.0,"[-210.0, 0.0]",136.80000000000013,"{""+1s"": {""pred_xy"": [-319.79050629054746, -3.375178579291969], ""pred_energy"": 194.41896816549297, ""pred_resting"": false, ""dist_to_ref"": 319.8083171901675}, ""+5s"": {""pred_xy"": [-753.415309092069, -60.78903433386495], ""pred_energy"": 172.09134028051253, ""pred_resting"": false, ""dist_to_ref"": 755.8637011191513}, ""+10s"": {""pred_xy"": [-1296.9681971583577, 3.6979823398924054], ""pred_energy"": 144.18574528160113, ""pred_resting"": false, ""dist_to_ref"": 1296.9734690862365}}","[-1296.9681971583577, 3.6979823398924054]",221.0,0,0,0.04066259996034205,7e359f11022fe12a,7768c4db6f050730,valid
