d,agent_energy0,pred_energy0,speed,seed,comparison,base,other,base_outcome,other_outcome,base_event_time,other_event_time,common_alive_ticks,delta_event_time_other_minus_base,dE_agent_t1,dSep_t1,dPredDispAlongEscape_t1,dE_agent_t5,dSep_t5,dPredDispAlongEscape_t5,dE_agent_t10,dSep_t10,dPredDispAlongEscape_t10,dE_agent_t20,dSep_t20,dPredDispAlongEscape_t20,dE_agent_t29,dSep_t29,dPredDispAlongEscape_t29
80,300,200,15,2,plus15_minus_0,delta0,D+15,energy_death,energy_death,23.0,22.9,229,-0.1,-0.11876992759476934,39.09190376609776,-18.179236204473455,-0.1643673226718363,71.85790591129128,-21.155165816950102,-0.18431598928152937,71.34094785669386,-21.642307183807134,-0.30484348305544273,136.02741909882366,-104.15144948636134,not both alive,not both alive,not both alive
80,300,200,15,2,minus15_minus_0,delta0,D-15,energy_death,energy_death,23.0,22.9,229,-0.1,-0.11876992759476934,39.09190376609776,-18.179236204473455,-0.1643673226718363,71.85790591129128,-21.155165816950102,-0.18431598928152937,71.34094785669386,-21.642307183807134,-0.30484348305544273,117.49448353159534,-91.41048646332638,not both alive,not both alive,not both alive
80,300,200,15,2,plus15_vs_minus15,D+15,D-15,energy_death,energy_death,22.9,22.9,229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.53293556722832,12.740963023034965,not both alive,not both alive,not both alive
80,300,200,20,0,plus15_minus_0,delta0,D+15,energy_death,energy_death,20.1,20.0,200,-0.1,-0.10228268265319684,39.34085979594215,-21.64802990595581,-0.10960236388575595,117.73867464243676,-117.29477233980106,-0.10960236388575595,342.20519734398766,-233.20327305489536,-0.10960236388575595,363.0551458261043,-234.41951633728968,not both alive,not both alive,not both alive
80,300,200,20,0,minus15_minus_0,delta0,D-15,energy_death,energy_death,20.1,20.0,200,-0.1,-0.10228268265319684,39.34085979594215,-21.64802990595581,-0.10960236388575595,114.19142906581584,-114.37659737096328,-0.10960236388575595,166.66466572868984,-137.07447726757437,-0.10960236388575595,-523.2498766634953,213.64844394845386,not both alive,not both alive,not both alive
80,300,200,20,0,plus15_vs_minus15,D+15,D-15,energy_death,energy_death,20.0,20.0,200,0.0,0.0,0.0,0.0,0.0,-3.5472455766209237,2.918174968837775,0.0,-175.54053161529782,96.128795787321,0.0,-886.3050224895997,448.06796028574354,not both alive,not both alive,not both alive
80,300,200,20,1,plus15_minus_0,delta0,D+15,energy_death,energy_death,20.1,20.0,200,-0.1,-0.10228268265319684,39.34085979594215,-21.64802990595581,-0.10960236388575595,86.19888197257808,-79.69818319405113,-0.10960236388575595,81.04202831005097,-107.31529597124154,-0.10960236388575595,-43.586902796467655,57.134223829733855,not both alive,not both alive,not both alive
80,300,200,20,1,minus15_minus_0,delta0,D-15,energy_death,energy_death,20.1,20.0,200,-0.1,-0.10228268265319684,39.34085979594215,-21.64802990595581,-0.10960236388575595,227.99830065077037,-206.33266968506996,-0.10960236388575595,634.7197092442932,-438.7067786790267,-0.10960236388575595,1677.1784905576474,-944.8230740505696,not both alive,not both alive,not both alive
80,300,200,20,1,plus15_vs_minus15,D+15,D-15,energy_death,energy_death,20.0,20.0,200,0.0,0.0,0.0,0.0,0.0,141.7994186781923,-126.63448649101883,0.0,553.6776809342423,-331.39148270778514,0.0,1720.7653933541148,-1001.9572978803035,not both alive,not both alive,not both alive
80,300,200,20,2,plus15_minus_0,delta0,D+15,energy_death,energy_death,20.1,20.0,200,-0.1,-0.10228268265319684,39.34085979594215,-21.64802990595581,-0.10960236388575595,86.94955024306682,-81.89467254095325,-0.10960236388575595,191.33306445859483,-157.91116157594297,-0.10960236388575595,1117.5551177447223,-586.0338617157995,not both alive,not both alive,not both alive
80,300,200,20,2,minus15_minus_0,delta0,D-15,energy_death,energy_death,20.1,20.0,200,-0.1,-0.10228268265319684,39.34085979594215,-21.64802990595581,-0.10960236388575595,220.27874977691118,-199.84372580888612,-0.10960236388575595,315.1347737926223,-226.63890395984163,-0.10960236388575595,415.6251459357488,-230.26525472077992,not both alive,not both alive,not both alive
80,300,200,20,2,plus15_vs_minus15,D+15,D-15,energy_death,energy_death,20.0,20.0,200,0.0,0.0,0.0,0.0,0.0,133.32919953384436,-117.94905326793287,0.0,123.80170933402746,-68.72774238389866,0.0,-701.9299718089736,355.7686069950196,not both alive,not both alive,not both alive
120,150,101,10,0,plus15_minus_0,delta0,D+15,captured,captured,2.2,5.5,21,3.3,-0.12313079947651318,42.11248228712398,-19.02455398696111,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive
120,150,101,10,0,minus15_minus_0,delta0,D-15,captured,captured,2.2,5.5,21,3.3,-0.12313079947651318,42.11248228712398,-19.02455398696111,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive
120,150,101,10,0,plus15_vs_minus15,D+15,D-15,captured,captured,5.5,5.5,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive
120,150,101,10,1,plus15_minus_0,delta0,D+15,captured,captured,2.2,5.5,21,3.3,-0.12313079947651318,42.11248228712398,-19.02455398696111,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive
120,150,101,10,1,minus15_minus_0,delta0,D-15,captured,captured,2.2,5.5,21,3.3,-0.12313079947651318,42.11248228712398,-19.02455398696111,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive
120,150,101,10,1,plus15_vs_minus15,D+15,D-15,captured,captured,5.5,5.5,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive
120,150,101,10,2,plus15_minus_0,delta0,D+15,captured,captured,2.2,5.5,21,3.3,-0.12313079947651318,42.11248228712398,-19.02455398696111,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive
120,150,101,10,2,minus15_minus_0,delta0,D-15,captured,captured,2.2,5.5,21,3.3,-0.12313079947651318,42.11248228712398,-19.02455398696111,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive
120,150,101,10,2,plus15_vs_minus15,D+15,D-15,captured,captured,5.5,5.5,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive
120,150,101,15,0,plus15_minus_0,delta0,D+15,captured,energy_death,9.5,17.9,94,8.4,-0.10489921364727195,41.38703388862862,-22.316916917813614,-0.17614820081651317,80.47001809270847,-27.389488888498818,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive
120,150,101,15,0,minus15_minus_0,delta0,D-15,captured,energy_death,9.5,17.9,94,8.4,-0.10489921364727195,41.38703388862862,-22.316916917813614,-0.17614820081651317,80.47001809270847,-27.389488888498818,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive
120,150,101,15,0,plus15_vs_minus15,D+15,D-15,energy_death,energy_death,17.9,17.9,179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive
120,150,101,15,1,plus15_minus_0,delta0,D+15,captured,energy_death,9.5,17.9,94,8.4,-0.10489921364727195,41.38703388862862,-22.316916917813614,-0.17614820081651317,80.47001809270847,-27.389488888498818,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive
120,150,101,15,1,minus15_minus_0,delta0,D-15,captured,energy_death,9.5,17.9,94,8.4,-0.10489921364727195,41.38703388862862,-22.316916917813614,-0.17614820081651317,80.47001809270847,-27.389488888498818,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive
120,150,101,15,1,plus15_vs_minus15,D+15,D-15,energy_death,energy_death,17.9,17.9,179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive
120,150,101,15,2,plus15_minus_0,delta0,D+15,captured,energy_death,9.5,17.9,94,8.4,-0.10489921364727195,41.38703388862862,-22.316916917813614,-0.17614820081651317,80.47001809270847,-27.389488888498818,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive
120,150,101,15,2,minus15_minus_0,delta0,D-15,captured,energy_death,9.5,17.9,94,8.4,-0.10489921364727195,41.38703388862862,-22.316916917813614,-0.17614820081651317,80.47001809270847,-27.389488888498818,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive
120,150,101,15,2,plus15_vs_minus15,D+15,D-15,energy_death,energy_death,17.9,17.9,179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive
120,150,101,20,0,plus15_minus_0,delta0,D+15,energy_death,energy_death,17.6,17.5,175,-0.1,-0.0860399257585982,41.794774743977484,-24.830480106988034,-0.0860399257585982,87.17493962959117,-30.67722518356004,-0.0860399257585982,61.194648623393675,-32.64648003374714,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive
120,150,101,20,0,minus15_minus_0,delta0,D-15,energy_death,energy_death,17.6,17.5,175,-0.1,-0.0860399257585982,41.794774743977484,-24.830480106988034,-0.0860399257585982,87.17493962959117,-30.67722518356004,-0.0860399257585982,61.194648623393675,-32.64648003374714,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive
120,150,101,20,0,plus15_vs_minus15,D+15,D-15,energy_death,energy_death,17.5,17.5,175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive
120,150,101,20,1,plus15_minus_0,delta0,D+15,energy_death,energy_death,17.6,17.5,175,-0.1,-0.0860399257585982,41.794774743977484,-24.830480106988034,-0.0860399257585982,87.17493962959117,-30.67722518356004,-0.0860399257585982,61.194648623393675,-32.64648003374714,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive
120,150,101,20,1,minus15_minus_0,delta0,D-15,energy_death,energy_death,17.6,17.5,175,-0.1,-0.0860399257585982,41.794774743977484,-24.830480106988034,-0.0860399257585982,87.17493962959117,-30.67722518356004,-0.0860399257585982,61.194648623393675,-32.64648003374714,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive
120,150,101,20,1,plus15_vs_minus15,D+15,D-15,energy_death,energy_death,17.5,17.5,175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive
120,150,101,20,2,plus15_minus_0,delta0,D+15,energy_death,energy_death,17.6,17.5,175,-0.1,-0.0860399257585982,41.794774743977484,-24.830480106988034,-0.0860399257585982,87.17493962959117,-30.67722518356004,-0.0860399257585982,61.194648623393675,-32.64648003374714,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive
120,150,101,20,2,minus15_minus_0,delta0,D-15,energy_death,energy_death,17.6,17.5,175,-0.1,-0.0860399257585982,41.794774743977484,-24.830480106988034,-0.0860399257585982,87.17493962959117,-30.67722518356004,-0.0860399257585982,61.194648623393675,-32.64648003374714,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive
120,150,101,20,2,plus15_vs_minus15,D+15,D-15,energy_death,energy_death,17.5,17.5,175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive
120,150,200,10,0,plus15_minus_0,delta0,D+15,captured,captured,2.2,3.1,21,0.9,-0.12313079947651318,42.11248228712398,-19.02455398696111,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive
120,150,200,10,0,minus15_minus_0,delta0,D-15,captured,captured,2.2,3.1,21,0.9,-0.12313079947651318,42.11248228712398,-19.02455398696111,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive
120,150,200,10,0,plus15_vs_minus15,D+15,D-15,captured,captured,3.1,3.1,30,0.0,0.0,0.0,0.0,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive
120,150,200,10,1,plus15_minus_0,delta0,D+15,captured,captured,2.2,3.1,21,0.9,-0.12313079947651318,42.11248228712398,-19.02455398696111,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive
120,150,200,10,1,minus15_minus_0,delta0,D-15,captured,captured,2.2,3.1,21,0.9,-0.12313079947651318,42.11248228712398,-19.02455398696111,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive
120,150,200,10,1,plus15_vs_minus15,D+15,D-15,captured,captured,3.1,3.1,30,0.0,0.0,0.0,0.0,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive
120,150,200,10,2,plus15_minus_0,delta0,D+15,captured,captured,2.2,3.1,21,0.9,-0.12313079947651318,42.11248228712398,-19.02455398696111,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive
120,150,200,10,2,minus15_minus_0,delta0,D-15,captured,captured,2.2,3.1,21,0.9,-0.12313079947651318,42.11248228712398,-19.02455398696111,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive
120,150,200,10,2,plus15_vs_minus15,D+15,D-15,captured,captured,3.1,3.1,30,0.0,0.0,0.0,0.0,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive
120,150,200,15,0,plus15_minus_0,delta0,D+15,captured,captured,3.9,5.2,38,1.3,-0.10489921364727195,41.38703388862862,-22.316916917813614,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive
120,150,200,15,0,minus15_minus_0,delta0,D-15,captured,captured,3.9,5.2,38,1.3,-0.10489921364727195,41.38703388862862,-22.316916917813614,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive
120,150,200,15,0,plus15_vs_minus15,D+15,D-15,captured,captured,5.2,5.2,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive
120,150,200,15,1,plus15_minus_0,delta0,D+15,captured,captured,3.9,5.2,38,1.3,-0.10489921364727195,41.38703388862862,-22.316916917813614,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive
120,150,200,15,1,minus15_minus_0,delta0,D-15,captured,captured,3.9,5.2,38,1.3,-0.10489921364727195,41.38703388862862,-22.316916917813614,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive
120,150,200,15,1,plus15_vs_minus15,D+15,D-15,captured,captured,5.2,5.2,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive
120,150,200,15,2,plus15_minus_0,delta0,D+15,captured,captured,3.9,5.2,38,1.3,-0.10489921364727195,41.38703388862862,-22.316916917813614,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive
120,150,200,15,2,minus15_minus_0,delta0,D-15,captured,captured,3.9,5.2,38,1.3,-0.10489921364727195,41.38703388862862,-22.316916917813614,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive
120,150,200,15,2,plus15_vs_minus15,D+15,D-15,captured,captured,5.2,5.2,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive
120,150,200,20,0,plus15_minus_0,delta0,D+15,captured,captured,4.0,5.4,39,1.4,-0.0860399257585982,41.794774743977484,-24.830480106988034,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive
120,150,200,20,0,minus15_minus_0,delta0,D-15,captured,captured,4.0,5.4,39,1.4,-0.0860399257585982,41.794774743977484,-24.830480106988034,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive
120,150,200,20,0,plus15_vs_minus15,D+15,D-15,captured,captured,5.4,5.4,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive
120,150,200,20,1,plus15_minus_0,delta0,D+15,captured,captured,4.0,5.4,39,1.4,-0.0860399257585982,41.794774743977484,-24.830480106988034,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive
120,150,200,20,1,minus15_minus_0,delta0,D-15,captured,captured,4.0,5.4,39,1.4,-0.0860399257585982,41.794774743977484,-24.830480106988034,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive
120,150,200,20,1,plus15_vs_minus15,D+15,D-15,captured,captured,5.4,5.4,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive
120,150,200,20,2,plus15_minus_0,delta0,D+15,captured,captured,4.0,5.4,39,1.4,-0.0860399257585982,41.794774743977484,-24.830480106988034,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive
120,150,200,20,2,minus15_minus_0,delta0,D-15,captured,captured,4.0,5.4,39,1.4,-0.0860399257585982,41.794774743977484,-24.830480106988034,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive
120,150,200,20,2,plus15_vs_minus15,D+15,D-15,captured,captured,5.4,5.4,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive
120,300,101,10,0,plus15_minus_0,delta0,D+15,captured,captured,2.2,5.5,21,3.3,-0.12313079947648475,42.11248228712398,-19.02455398696111,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive
120,300,101,10,0,minus15_minus_0,delta0,D-15,captured,captured,2.2,5.5,21,3.3,-0.12313079947648475,42.11248228712398,-19.02455398696111,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive
120,300,101,10,0,plus15_vs_minus15,D+15,D-15,captured,captured,5.5,5.5,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive
120,300,101,10,1,plus15_minus_0,delta0,D+15,captured,captured,2.2,5.5,21,3.3,-0.12313079947648475,42.11248228712398,-19.02455398696111,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive
120,300,101,10,1,minus15_minus_0,delta0,D-15,captured,captured,2.2,5.5,21,3.3,-0.12313079947648475,42.11248228712398,-19.02455398696111,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive
120,300,101,10,1,plus15_vs_minus15,D+15,D-15,captured,captured,5.5,5.5,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive
120,300,101,10,2,plus15_minus_0,delta0,D+15,captured,captured,2.2,5.5,21,3.3,-0.12313079947648475,42.11248228712398,-19.02455398696111,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive
120,300,101,10,2,minus15_minus_0,delta0,D-15,captured,captured,2.2,5.5,21,3.3,-0.12313079947648475,42.11248228712398,-19.02455398696111,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive
120,300,101,10,2,plus15_vs_minus15,D+15,D-15,captured,captured,5.5,5.5,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive
120,300,101,15,0,plus15_minus_0,delta0,D+15,energy_death,energy_death,23.0,22.9,229,-0.1,-0.10489921364717247,41.38703388862862,-22.316916917813614,-0.14040876948030245,56.570798969411726,-46.27401866510718,-0.14040876948030245,124.82952421300308,-99.69146624530367,-0.14040876948030245,290.7841203036477,-173.37812513661993,not both alive,not both alive,not both alive
120,300,101,15,0,minus15_minus_0,delta0,D-15,energy_death,energy_death,23.0,22.9,229,-0.1,-0.10489921364717247,41.38703388862862,-22.316916917813614,-0.14040876948030245,89.8941580593812,-89.35816711119423,-0.14040876948030245,348.68007767334717,-249.70263706375317,-0.14040876948030245,749.9245197932605,-460.48770333440643,not both alive,not both alive,not both alive
120,300,101,15,0,plus15_vs_minus15,D+15,D-15,energy_death,energy_death,22.9,22.9,229,0.0,0.0,0.0,0.0,0.0,33.32335908996947,-43.084148446087056,0.0,223.8505534603441,-150.0111708184495,0.0,459.14039948961283,-287.1095781977865,not both alive,not both alive,not both alive
120,300,101,15,1,plus15_minus_0,delta0,D+15,energy_death,energy_death,23.0,22.9,229,-0.1,-0.10489921364717247,41.38703388862862,-22.316916917813614,-0.14040876948030245,64.24904537441228,-60.14685945315068,-0.14040876948030245,241.52845660060456,-178.4591053538752,-0.14040876948030245,632.0870321564689,-384.05564257945025,not both alive,not both alive,not both alive
120,300,101,15,1,minus15_minus_0,delta0,D-15,energy_death,energy_death,23.0,22.9,229,-0.1,-0.10489921364717247,41.38703388862862,-22.316916917813614,-0.14040876948030245,69.89709801409685,-67.29796589273064,-0.14040876948030245,170.4131311408836,-131.5799722855054,-0.14040876948030245,342.4825033795004,-204.61046994656772,not both alive,not both alive,not both alive
120,300,101,15,1,plus15_vs_minus15,D+15,D-15,energy_death,energy_death,22.9,22.9,229,0.0,0.0,0.0,0.0,0.0,5.648052639684579,-7.151106439579962,0.0,-71.11532545972096,46.87913306836981,0.0,-289.60452877696855,179.44517263288253,not both alive,not both alive,not both alive
120,300,101,15,2,plus15_minus_0,delta0,D+15,energy_death,energy_death,23.0,22.9,229,-0.1,-0.10489921364717247,41.38703388862862,-22.316916917813614,-0.14040876948030245,75.2481826168725,-73.57803832328864,-0.14040876948030245,404.5957226808696,-306.55243956525555,-0.14040876948030245,898.8406697044642,-571.3861336635828,not both alive,not both alive,not both alive
120,300,101,15,2,minus15_minus_0,delta0,D-15,energy_death,energy_death,23.0,22.9,229,-0.1,-0.10489921364717247,41.38703388862862,-22.316916917813614,-0.14040876948030245,60.38433727123004,-54.710591155003385,-0.14040876948030245,45.99311262297471,-58.58556882239736,-0.14040876948030245,173.11571641943738,-114.39024879653789,not both alive,not both alive,not both alive
120,300,101,15,2,plus15_vs_minus15,D+15,D-15,energy_death,energy_death,22.9,22.9,229,0.0,0.0,0.0,0.0,0.0,-14.86384534564246,18.867447168285253,0.0,-358.6026100578949,247.9668707428582,0.0,-725.7249532850268,456.9958848670449,not both alive,not both alive,not both alive
120,300,101,20,0,plus15_minus_0,delta0,D+15,energy_death,energy_death,20.1,20.0,200,-0.1,-0.0860399257585982,41.16806150306388,-24.93067513607457,-0.0860399257585982,77.61737485897964,-79.99874572086901,-0.0860399257585982,212.68513974399303,-139.16708026325523,-0.0860399257585982,397.5401781691586,-209.0904743033807,not both alive,not both alive,not both alive
120,300,101,20,0,minus15_minus_0,delta0,D-15,energy_death,energy_death,20.1,20.0,200,-0.1,-0.0860399257585982,41.16806150306388,-24.93067513607457,-0.0860399257585982,136.05964093789493,-124.52493535776557,-0.0860399257585982,269.7712824836827,-167.42214601473188,-0.0860399257585982,417.0763950919958,-218.42705693773678,not both alive,not both alive,not both alive
120,300,101,20,0,plus15_vs_minus15,D+15,D-15,energy_death,energy_death,20.0,20.0,200,0.0,0.0,0.0,0.0,0.0,58.44226607891528,-44.52618963689656,0.0,57.08614273968965,-28.25506575147665,0.0,19.536216922837184,-9.336582634356091,not both alive,not both alive,not both alive
120,300,101,20,1,plus15_minus_0,delta0,D+15,energy_death,energy_death,20.1,20.0,200,-0.1,-0.0860399257585982,41.16806150306388,-24.93067513607457,-0.0860399257585982,44.23272146143256,-57.686060894601724,-0.0860399257585982,-51.97852920943228,-37.49960534775255,-0.0860399257585982,-27.946516049914862,-34.19790018099866,not both alive,not both alive,not both alive
120,300,101,20,1,minus15_minus_0,delta0,D-15,energy_death,energy_death,20.1,20.0,200,-0.1,-0.0860399257585982,41.16806150306388,-24.93067513607457,-0.0860399257585982,148.16116138786487,-139.58397815409808,-0.0860399257585982,348.15310437882573,-249.55545060431814,-0.0860399257585982,840.5671663004226,-488.1780685649592,not both alive,not both alive,not both alive
120,300,101,20,1,plus15_vs_minus15,D+15,D-15,energy_death,energy_death,20.0,20.0,200,0.0,0.0,0.0,0.0,0.0,103.9284399264323,-81.89791725949635,0.0,400.131633588258,-212.0558452565656,0.0,868.5136823503375,-453.9801683839605,not both alive,not both alive,not both alive
120,300,101,20,2,plus15_minus_0,delta0,D+15,energy_death,energy_death,20.1,20.0,200,-0.1,-0.0860399257585982,41.16806150306388,-24.93067513607457,-0.0860399257585982,60.31706981604708,-65.66625417945306,-0.0860399257585982,206.09315175662084,-140.85717431029843,-0.0860399257585982,652.1537248202623,-410.300561899463,not both alive,not both alive,not both alive
120,300,101,20,2,minus15_minus_0,delta0,D-15,energy_death,energy_death,20.1,20.0,200,-0.1,-0.0860399257585982,41.16806150306388,-24.93067513607457,-0.0860399257585982,175.8666429877943,-157.82732596611822,-0.0860399257585982,253.89573589209863,-165.08947667073608,-0.0860399257585982,137.94775345179016,-145.57381909848482,not both alive,not both alive,not both alive
120,300,101,20,2,plus15_vs_minus15,D+15,D-15,energy_death,energy_death,20.0,20.0,200,0.0,0.0,0.0,0.0,0.0,115.54957317174723,-92.16107178666516,0.0,47.80258413547779,-24.232302360437643,0.0,-514.2059713684721,264.7267428009782,not both alive,not both alive,not both alive
120,300,200,10,0,plus15_minus_0,delta0,D+15,captured,captured,2.2,3.1,21,0.9,-0.12313079947648475,42.11248228712398,-19.02455398696111,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive
120,300,200,10,0,minus15_minus_0,delta0,D-15,captured,captured,2.2,3.1,21,0.9,-0.12313079947648475,42.11248228712398,-19.02455398696111,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive
120,300,200,10,0,plus15_vs_minus15,D+15,D-15,captured,captured,3.1,3.1,30,0.0,0.0,0.0,0.0,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive,not both alive
